1212342450|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Ash (1191)],[Exceptional],[Durable],[Might],[Weight: 5 stones],[Price: 15,000],[crafted by OmniSmith],[exceptional],[Damage Increase +7],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|1191
1212168533|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Ash (1191)],[Exceptional],[Durable],[Might],[Weight: 5 stones],[Price: 15,000],[crafted by OmniSmith],[exceptional],[Damage Increase +7],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|1191
1212496937|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Ash (1191)],[Exceptional],[Substantial],[Might],[Weight: 5 stones],[Price: 16,000],[crafted by OmniSmith],[exceptional],[Damage Increase +7],[range 10],[two-handed weapon],[durability 119 / 119]|733|855|Madison|1191
1212431223|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Ash (1191)],[Exceptional],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 5 stones],[Price: 17,000],[crafted by OmniSmith],[exceptional],[Damage Increase +7],[range 10],[two-handed weapon],[durability 84 / 84]|733|855|Madison|1191
1100306716|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Ash (1191)],[Exceptional],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 5 stones],[Price: 17,000],[crafted by OmniSmith],[exceptional],[Damage Increase +7],[range 10],[two-handed weapon],[durability 84 / 84]|733|855|Madison|1191
1130840923|9922|composite bow|[ composite bow],[ (Magical)],[Hue: Yew (1192)],[Exceptional],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 5 stones],[Price: 17,250],[crafted by OmniSmith],[exceptional],[Damage Increase +7],[range 10],[two-handed weapon],[durability 84 / 84]|733|855|Madison|1192
1130758357|9922|composite bow|[ composite bow],[ (Magical)],[Hue: Yew (1192)],[Exceptional],[Substantial],[Force],[Weight: 5 stones],[Price: 35,000],[crafted by OmniSmith],[exceptional],[Damage Increase +9],[range 10],[two-handed weapon],[durability 119 / 119]|733|855|Madison|1192
1210009614|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1210154424|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1210001645|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1209255747|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1209996721|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1210019291|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1210083321|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1210092927|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1209289391|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1210075017|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1209757388|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Oak (2010)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|2010
1212242249|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Ash (1191)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|1191
1212483333|9922|composite bow|[ composite bow],[ (Uncommon)],[Hue: Ash (1191)],[Exceptional],[Durable],[Ruin],[Weight: 5 stones],[Price: 5,000],[crafted by OmniSmith],[exceptional],[Damage Increase +5],[range 10],[two-handed weapon],[durability 98 / 98]|733|855|Madison|1191
1129605724|16572|statue|[statue],[Weight: 10 stones],[Price: 20,000]|735|855|Tiffany|0
1176441725|10914|a bloody talons relic|[ a bloody talons relic],[ (Relic)],[Hue: Blood Red (1157)],[Compatible With:],[Meta Dragon],[Meta Steed],[Quality: Crumbling],[Weight: 8 stones],[Price: 300,000]|735|855|Tiffany|1157
1146912110|10914|a recoil relic|[ a recoil relic],[ (Relic)],[Quality: Crumbling],[ Hue: 1368 ],[Weight: 8 stones],[Price: 200,000]|735|855|Tiffany|1368
1084285300|10914|a calming tide relic|[ a calming tide relic],[ (Relic)],[Hue: Cyan (90)],[Compatible With:],[Meta Crab],[Quality: Crumbling],[Weight: 8 stones],[Price: 200,000]|735|855|Tiffany|90
1186024502|10914|a molten relic|[ a molten relic],[ (Relic)],[Hue: Exotic (1360)],[Compatible With:],[Meta Dragon],[Quality: Crumbling],[Weight: 8 stones],[Price: 200,000]|735|855|Tiffany|1360
1099487236|3980|2 sulfurous ash|[2 sulfurous ash],[Weight: 1 stone],[Price: 200]|720|849||0
1096562496|3981|2 spider's silk|[2 spider's silk],[Weight: 1 stone],[Price: 200]|720|849||0
1140195919|3976|2 nightshade|[2 nightshade],[Weight: 1 stone],[Price: 200]|720|849||0
1100352734|3973|2 ginseng|[2 ginseng],[Weight: 1 stone],[Price: 200]|720|849||0
1105889304|3972|2 garlic|[2 garlic],[Weight: 1 stone],[Price: 200]|720|849||0
1100918326|3963|2 blood moss|[2 blood moss],[Weight: 1 stone],[Price: 300]|720|849||0
1137314729|3974|2 mandrake root|[2 mandrake root],[Weight: 1 stone],[Price: 200]|720|849||0
1088704711|3834|spellbook|[spellbook],[Blessed],[Price: 1,000],[exceptional],[crafted by JohnPaul],[0 Spells]|720|849||0
1073948676|3851|Greater Refreshment potion|[Greater Refreshment potion],[Weight: 1 stone],[Price: 400]|719|849||0
1074270053|3848|Greater Agility potion|[Greater Agility potion],[Weight: 1 stone],[Price: 400]|719|849||0
1074451301|3853|Greater Explosion potion|[Greater Explosion potion],[Weight: 1 stone],[Price: 500]|719|849||0
1074474316|3852|Greater Heal potion|[Greater Heal potion],[Weight: 1 stone],[Price: 500]|719|849||0
1074615275|3849|Greater Strength potion|[Greater Strength potion],[Weight: 1 stone],[Price: 400]|719|849||0
1100807015|7154|2 copper ingots|[ 2 copper ingots],[ (Uncommon)],[Hue: Copper Ore (1119)],[Weight: 1 stone],[Price: 1,000],[copper],[Smeltable],[Temperature Required: 1200],[Heat Required: 1]|712|849||1119
1133539156|7154|2 bronze ingots|[ 2 bronze ingots],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Weight: 1 stone],[Price: 1,000],[bronze],[Smeltable],[Temperature Required: 1200],[Heat Required: 1]|712|849||1752
1133525875|7154|2 golden ingots|[ 2 golden ingots],[ (Magical)],[Hue: Gold Ore (1719)],[Weight: 1 stone],[Price: 1,000],[golden],[Smeltable],[Temperature Required: 1800],[Heat Required: 1]|712|849||1719
1131769830|7154|2 shadow iron ingots|[ 2 shadow iron ingots],[ (Uncommon)],[Hue: Evil Mage (1109)],[Weight: 1 stone],[Price: 1,000],[shadow iron],[Smeltable],[Temperature Required: 1200],[Heat Required: 1]|712|849||1109
1131770252|7154|2 dull copper ingots|[ 2 dull copper ingots],[ (Uncommon)],[Hue: Dull Copper Ore (1045)],[Weight: 1 stone],[Price: 1,000],[dull copper],[Smeltable],[Temperature Required: 1200],[Heat Required: 1]|712|849||1045
1129486264|5360|an archnid doom slayer deed|[an archnid doom slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1083001118|5360|an archnid doom slayer deed|[an archnid doom slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1083000808|5360|an archnid doom slayer deed|[an archnid doom slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1129486808|5360|an archnid doom slayer deed|[an archnid doom slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1129485307|5360|an archnid doom slayer deed|[an archnid doom slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1082957340|5360|a fey slayer deed|[a fey slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1082957214|5360|a fey slayer deed|[a fey slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1082957029|5360|a fey slayer deed|[a fey slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1082956820|5360|a fey slayer deed|[a fey slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1082955070|5360|a fey slayer deed|[a fey slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113277206|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113292746|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113287407|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113287517|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113277639|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113288701|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113277834|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113283626|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113264052|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113264605|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113288892|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113265080|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113271071|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113289121|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113264937|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113265275|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113283806|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113289452|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113291369|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113271332|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113287749|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113265521|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113284148|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113284375|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113271806|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113291626|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113265743|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1113272095|5360|a repond slayer deed|[a repond slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 8,000]|684|857|Finaly Slaying|1964
1107454450|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107457930|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107459118|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107460873|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107462411|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107464044|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107480966|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107482559|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107483987|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107485646|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107486948|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107488074|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107489143|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107491685|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107492763|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107494483|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107495675|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107496759|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107498118|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107499645|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107501168|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107502253|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107503359|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107504733|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107506013|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107507403|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107508415|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107509254|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107510377|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1115890482|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1078934122|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1078934723|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1078936430|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1078937541|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1078938143|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1078938718|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1078939297|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1078939962|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1107453334|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1099529093|4129|5 orange petals|[5 orange petals],[Hue: Bright Orange (43)],[Weight: 1 stone],[Price: 2,250],[Seller's Description:"5min Poison Resist"]|684|856|Finally Got Petals|43
1093624259|3938|bronze long spear|[ bronze long spear],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 7 stones],[Price: 3,500],[exceptional],[Damage Increase +7],[two-handed weapon],[durability 154 / 154]|685|855|Bronze Runic Weapons|1752
1093624629|3938|bronze long spear|[ bronze long spear],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 7 stones],[Price: 3,500],[exceptional],[Damage Increase +7],[two-handed weapon],[durability 99 / 99]|685|855|Bronze Runic Weapons|1752
1093623471|3938|bronze long spear|[ bronze long spear],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 7 stones],[Price: 3,500],[exceptional],[Damage Increase +7],[two-handed weapon],[durability 154 / 154]|685|855|Bronze Runic Weapons|1752
1093623990|3938|bronze long spear|[ bronze long spear],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 7 stones],[Price: 3,500],[exceptional],[Damage Increase +7],[two-handed weapon],[durability 143 / 143]|685|855|Bronze Runic Weapons|1752
1093624129|3938|bronze long spear|[ bronze long spear],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 7 stones],[Price: 3,500],[exceptional],[Damage Increase +7],[two-handed weapon],[durability 86 / 86]|685|855|Bronze Runic Weapons|1752
1093624471|3938|bronze long spear|[ bronze long spear],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 7 stones],[Price: 3,500],[exceptional],[Damage Increase +7],[two-handed weapon],[durability 119 / 119]|685|855|Bronze Runic Weapons|1752
1093623974|3938|bronze long spear|[ bronze long spear],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 7 stones],[Price: 3,500],[exceptional],[Damage Increase +7],[two-handed weapon],[durability 86 / 86]|685|855|Bronze Runic Weapons|1752
1109641841|3922|bronze dagger|[ bronze dagger],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 1 stone],[Price: 3,500],[crafted by Jasmine Baset],[exceptional],[Damage Increase +7],[one-handed weapon],[durability 97 / 97]|685|855|Bronze Runic Weapons|1752
1109638920|3922|bronze dagger|[ bronze dagger],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 1 stone],[Price: 3,500],[crafted by Jasmine Baset],[exceptional],[Damage Increase +7],[one-handed weapon],[durability 106 / 106]|685|855|Bronze Runic Weapons|1752
1109639046|3922|bronze dagger|[ bronze dagger],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 1 stone],[Price: 3,500],[crafted by Jasmine Baset],[exceptional],[Damage Increase +7],[one-handed weapon],[durability 99 / 99]|685|855|Bronze Runic Weapons|1752
1109641626|3922|bronze dagger|[ bronze dagger],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 1 stone],[Price: 3,500],[crafted by Jasmine Baset],[exceptional],[Damage Increase +7],[one-handed weapon],[durability 99 / 99]|685|855|Bronze Runic Weapons|1752
1109639363|3922|bronze dagger|[ bronze dagger],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 1 stone],[Price: 3,500],[crafted by Jasmine Baset],[exceptional],[Damage Increase +7],[one-handed weapon],[durability 108 / 108]|685|855|Bronze Runic Weapons|1752
1109639552|3922|bronze dagger|[ bronze dagger],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 1 stone],[Price: 3,500],[crafted by Jasmine Baset],[exceptional],[Damage Increase +7],[one-handed weapon],[durability 108 / 108]|685|855|Bronze Runic Weapons|1752
1109639811|3922|bronze dagger|[ bronze dagger],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 1 stone],[Price: 3,500],[crafted by Jasmine Baset],[exceptional],[Damage Increase +7],[one-handed weapon],[durability 106 / 106]|685|855|Bronze Runic Weapons|1752
1109640081|3922|bronze dagger|[ bronze dagger],[ (Uncommon)],[Hue: Bronze Ore (1752)],[Exceptional],[Fortified],[Might],[Surpassingly Accurate],[Increases Tactics by 10],[Weight: 1 stone],[Price: 3,500],[crafted by Jasmine Baset],[exceptional],[Damage Increase +7],[one-handed weapon],[durability 95 / 95]|685|855|Bronze Runic Weapons|1752
